"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Small states","SST","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","17.8311509534002","21.9605621364256","29.321545055424","36.2745415513821","46.3380084424645","55.8592960544497","60.1323902137554","68.3090041461316","71.4085334020381","76.0414758854839","79.3746825545282","78.6117347153031","73.880636569371","79.1261380314382","79.462198190245","79.4117843936567","78.8249849283112","77.4283914519285","78.5947390265153","77.7640942385546","79.8073728943429","78.5134623053966","79.4519947865608","79.6673506988031","81.0847654477563","81.0917746206503","81.0347928488752","81.240333150919","83.0276779191184","83.8856196006305","83.7776550562072","84.815225254809","85.9788672358405","86.9337754225998","86.3309798837936","86.1582665590245","85.1847785678881","84.1654175595206","84.5677126856976","84.4578943175721","80.6160480776531","79.6595366770151",
"Sao Tome and Principe","STP","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","25","32","40","48","35","58","69","69","45","71","77","52","57","65","74","57","60","59","64","69","75","85","87","91","88","85","86","93","90","92","91","92","91","92","93","93","90","95","95","86","77",
"Suriname","SUR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","39","17","71","75","73","78","70","83","73","65","84","61","61","72","85","87","79","82","85","84","82","73","69","86","91","83","85","86","88","87","79","64","81","70","76","76","76","77","64","45","58",
"Slovak Republic","SVK","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","99","99","99","99","99","98","99","99","99","99","98","98","99","99","99","98","98","99","98","97","95","95","96","96","96","96","95",
"Slovenia","SVN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","91","93","93","82","93","98","95","94","93","94","94","94","96","96","96","95","95","96","95","94","94","94","92","93","93","94","94","95",
"Sweden","SWE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","88","92","91","93","94","94","94","94","95","95","96","96","96","97","97","97","96","96","94","89","91","94","95","95","96","96","97","96","96","97","97","97","98","97","97","98","97","97","97","97","97","97",
"Eswatini","SWZ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","30","38","46","50","54","74","65","85","85","85","80","85","85","94","94","82","92","92","92","92","93","93","93","93","93","93","94","94","94","94","87","88","96","97","89","89","89","85","81","76","80",
"Sint Maarten (Dutch part)","SXM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","29","64","98","77","90","95","95","89","89","86","89","92","92","92","97","98","99","93","99","97","95","98","99","99","99","99","99","99","97","99","99","98","97","99","98","97","99","96","99","97","94",
"Syrian Arab Republic","SYR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","13","14","22","19","23","27","64","37","52","86","87","84","84","86","86","85","85","84","87","86","84","80","84","83","82","81","81","81","81","82","82","80","61","58","54","53","62","67","63","65","59","59",
"Turks and Caicos Islands","TCA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","10","7","12","16","17","32","32","28","25","19","24","26","22","30","20","30","28","26","25","23","16","27","39","31","27","36","46","54","63","57","45","46","37","37","42","41","47","55",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","0.0523822216372482","0.0812995646109412","0.598403438027772","52.3645265187204","59.4934188315293","66.4983813700576","55.567229147939","67.6165157262209","83.0662627275252","85.5823022124689","89.8821029816198","86.2753145083934","82.3671870632117","78.5559586088242","75.2787034391762","78.0685441937765","83.1358671342645","82.6591807021741","82.9472463210025","83.4723071521437","83.0098585323086","83.4373107168581","82.8607585300189","83.6163979312293","85.4899724788439","85.5240273620311","89.6459468603824","89.28307526679","91.615892187583","92.9308060145792","93.5130173891502","93.724381697208","93.6932537913484","94.5961133897775","94.2602467823565","94.1407969898094","94.5182815128085","94.3933174214466","94.4534313315917","93.760452660375","91.8595200881245","87.9686461811817",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.5131121104777","83.7215188605644","82.1921653999486","83.4837349587563","86.2331363190068","89.6060637640272","90.4307574885491","91.4682232733258","93.2433366557823","94.3914453343337","92.3897353685661","90.9031518670108","92.5480548551433","95.2400750997401","96.6362272670654","96.6633216526177","96.6407166551702","94.7155084464945","93.8659902697759","94.9442584329167","95.355331509049","95.89974128929","93.4293848402399","94.009523173621","93.1986587294543","95.7662720210089","95.893345680238","96.4692911008505","93.2026768356748","93.9826142360504",
"Togo","TGO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","11","27","43","74","62","78","73","69","64","60","57","53","48","43","40","57","58","40","48","68","70","70","78","71","63","66","68","72","72","72","77","75","73","77","71","75","69","70",
"Thailand","THA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","5","26","45","52","63","66","80","79","74","80","86","91","92","93","96","96","94","94","94","96","96","96","96","96","98","98","98","98","98","99","99","99","99","99","96","96","96","96",
"Tajikistan","TJK","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","81","73","70","79","84","83","79","88","88","89","91","92","85","82","85","86","89","94","98","94","92","98","97","97","98","98","98","98","97",
"Turkmenistan","TKM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","84","90","92","98","99","99","97","96","98","88","97","97","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","98","97",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","41.875919356301","48.7584421376153","48.3583222080645","46.9179129671218","51.346737998772","59.5492256938199","60.7273171230403","59.6130342691206","65.4263639952762","69.1183725478505","75.6419035393129","80.2754154002755","82.4706394283291","81.9173275209049","82.2674008851236","86.0651535655138","83.9283792680185","88.5538287324673","90.7767927787174","92.1114816154981","93.5354362473559","94.7223470660995","93.4643842349151","93.9001310886442","92.9908177039636","92.6380865951056","94.3282682111139","93.9965161144592","94.865021570362","94.4979250025046","93.3861795465448","94.4574524536769","95.1687353166583","91.7718432098244","92.7189013499319","93.0238644603618","92.4333662903038","86.9014748455819","91.1760348070693","85.7881327673122","82.984119411943","81.5662324210033",
"Timor-Leste","TLS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","55","55","48","61","63","73","70","66","62","73","70","74","70","73","77","77","85","79","79",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","22.55387990345","25.4742062451138","31.5201322481831","29.4688232803938","33.7781930625168","59.2804586954896","62.43637938066","64.8247955054539","77.7706342790479","79.8371831049675","82.6583907129193","81.5156935028473","83.6034850812509","83.7818205753997","83.2647655217045","84.3203721638652","86.6357800761099","86.1735147356576","90.3898462498702","90.208269303772","90.1567478364065","89.3224802235824","87.9531014160736","87.6009823968793","87.6692924214757","87.7190486169321","87.7105704707664","88.0234581806704","87.8339856958023","89.8539128452001","90.1259492344458","90.5374037779858","87.3586134498024","88.7253252544087","87.4445542407884","87.3806189101049","90.0127283218735","88.9892286537827","87.9277360427279","88.0705273948102","86.3516097606519","86.7026291574122",
"Tonga","TON","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","9","44","67","43","81","37","88","81","84","86","90","87","87","86","94","95","97","96","97","95","93","90","99","99","99","99","99","99","99","99","99","95","99","99","99","98","99","99","99","99","99",
"South Asia (IDA & IBRD)","TSA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","0.312006808363952","0.251582243819302","0.588482365305093","2.36020586918567","4.15309380477539","5.86195780920958","13.5356566617015","25.0602348814932","32.6324968163712","44.1439463953889","55.9365402953859","46.6490020551934","52.8232939261243","59.215714602696","65.8000211789457","68.7842461134779","64.0049229951108","56.588188826019","54.9733826390673","57.688342841092","57.7972591213981","59.2722331499754","58.4211077654803","61.832130003756","65.4707190447714","68.8270915969921","69.0961256807018","70.0154055078142","71.6197592733344","76.1821922710223","78.7083530153827","80.8441473535142","79.9914885687208","80.8692282936053","83.0168534583852","85.2550335524488","85.9117567233055","87.6512221270214","90.331850261564","91.8017379326614","87.9349606330698","87.5482534514571",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.10202187236985","12.0716076511811","13.8800372143779","20.9767716197272","26.0659259703489","32.5805521072737","39.3928953282461","43.8171358963501","48.5841448950285","55.1460000061223","56.6220449421998","53.3933829995202","50.1860501390987","50.9105359868103","54.3855878390304","53.9846479429322","53.5737504818794","53.3244780349517","51.6537849860291","49.8502067250422","52.271227313503","52.4392670704236","53.7104243892064","56.2420744128598","58.315039452364","60.1143906402919","62.8264547002195","64.7440885882279","67.2462185306165","71.358541891603","71.5906836747993","70.227349770241","70.2922788842072","69.2487108645962","69.0774469738054","68.2122426189953","68.1626285713278","69.878121882612","69.7544657207027","70.6837842829167","69.6093188477032","67.8053641558182",
"Trinidad and Tobago","TTO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","10","32","42","68","72","59","70","93","83","87","86","84","88","88","90","88","90","91","87","88","95","93","89","91","91","94","92","92","85","91","96","89","86","93","90","99","91","93",
"Tunisia","TUN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","43","42","55","65","67","81","87","93","93","94","94","92","91","91","92","92","94","90","95","92","94","90","95","96","98","98","98","98","97","96","96","94","98","98","96","98","96","98","98","95",
"Turkiye","TUR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","27","52","64","63","62","61","64","67","82","71","78","73","78","72","76","65","72","79","81","82","87","91","83","75","81","91","98","96","97","97","97","98","96","98","94","97","98","96","96","97","95","96",
"Tuvalu","TUV","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","65","71","92","65","65","90","79","95","63","66","64","79","94","94","99","96","94","81","99","99","95","97","62","84","95","93","90","85","98","98","96","94","94","96","95","88","96","93","93",
"Tanzania","TZA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","46","51","50","60","55","66","97","78","83","79","80","79","81","77","79","78","78","73","72","72","78","86","89","97","94","91","93","90","88","91","92","93","97","99","97","95","83","90","88","88","84","76",
"Uganda","UGA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","22","21","20","18","17","27","38","49","51","52","54","56","57","59","57","55","54","50","55","57","59","62","64","66","68","75","75","70","77","73","75","80","83","85","79","79","83","86","87","89","90",
"Ukraine","UKR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","94","96","97","92","97","96","99","99","99","99","99","99","96","98","97","94","75","56","67","79","79","56","56","42","86","91","93","85","88",
"Upper middle income","UMC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","13.503763138573","17.5871515577782","17.2337687548655","64.553664751034","70.143069219121","76.3676269349715","62.4442184848117","72.3224646092988","85.8474033936645","87.1927779626026","91.0755157670792","88.6061942154604","85.1588054982072","81.4981036740464","78.206967068839","83.0153133305582","84.5878996084429","86.263655307018","86.567563364196","87.5570800997815","87.9077773073704","88.3752409009178","87.8465501620445","87.6278626288885","88.2581618390645","88.6495860372403","92.7963621716549","93.081044546067","95.2367251979935","96.4830590919533","96.0196589599141","96.5349929522302","96.5225426139862","95.6488836011331","95.657626403263","95.8353734152671","95.9129480208402","94.0832807555581","95.6975312939257","93.8794043682686","92.7759868125232","92.6252293029185",
"Uruguay","URY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","50","55","52","65","66","59","82","88","72","82","97","96","93","90","90","90","89","92","96","99","89","94","95","95","95","95","94","96","95","94","95","95","96","96","96","96","95","96","97","96","95","96",
"United States","USA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","86","97","97","98","98","97","97","82","98","94","90","87","83","84","89","88","91","91","92","92","91","91","91","93","93","92","92","92","92","90","92","92","91","92","92","92","92","91","92","90","91","91",
"Uzbekistan","UZB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","82","71","91","95","96","95","96","99","99","97","99","98","99","98","98","98","95","98","99","99","97","99","99","99","99","96","98","99","99",
"St. Vincent and the Grenadines","VCT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","40","59","92","74","88","91","97","99","96","99","99","99","99","99","99","99","99","87","96","98","99","94","99","97","99","99","99","99","99","97","94","99","99","99","99","99","99","99","99","99",
"Venezuela, RB","VEN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","50","43","45","42","41","56","48","54","51","50","61","63","61","62","94","47","64","68","92","84","84","98","83","83","80","76","82","87","93","87","79","86","87","85","89","92","88","96","74","93","76","68",
"British Virgin Islands","VGB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","1","3","4","19","39","36","56","76","88","88","90","93","96","95","96","96","96","94","97","98","96","93","97","95","93","83","92","97","98","96","96","98","97","97","99","97","97","95","97","89",
"Vanuatu","VUT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","20","23","18","26","22","34","46","50","66","63","66","74","53","60","61","65","64","62","61","59","58","56","55","53","52","56","61","65","70","75","79","84","90","76","84","80","75","80","78","50",
"World","WLD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","12.7449928960456","15.6125651624078","16.6638783955139","33.517956673277","38.0751617662404","44.3671207947639","44.9324995820058","52.4935038629426","62.3006419638149","67.9247633391156","73.4869001701633","69.6450554252523","69.6777994348989","70.2640510398438","71.8231052443654","73.6372077118883","73.0593787012062","71.423106546734","71.11863179255","71.8811774559471","72.4293414833292","73.1308029753918","72.5716502145144","74.1244925531226","75.9202905502582","77.2404262957909","78.9541288046466","79.5203986551385","81.0628862480019","83.4412893080615","84.2794241768281","84.7069581741535","84.3733411174754","84.392984388261","84.6674079153509","84.9367253085119","85.1802296297395","85.5589427440764","86.4205425643088","86.3553454063677","84.1706800721554","82.5058776535467",
"Samoa","WSM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","59","78","83","81","91","78","75","82","89","77","90","92","94","96","96","99","99","91","93","92","99","62","25","57","54","63","44","45","56","59","76","92","85","75","75","67","40","96","66","62",
"Kosovo","XKX","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","2","4","4","6","8","13","15","22","34","48","69","53","46","51","31","40","43","41","66","74","70","72","62","64","74","73","65","71","69","65","68","66","63","70","67","67","70","65","64","67","68","71",
"South Africa","ZAF","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","74","70","70","64","75","68","84","79","85","85","85","76","76","76","82","79","75","72","69","65","62","63","64","69","68","73","77","72","77","79","78","84","86","84","81","81","83","84","87",
"Zambia","ZMB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","56","57","58","58","80","80","80","90","80","85","91","96","86","86","86","86","85","85","84","84","84","85","85","85","93","87","90","96","83","82","80","85","90","97","96","94","93","96","90",
"Zimbabwe","ZWE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","56","58","60","62","78","83","88","88","87","87","87","86","86","87","87","88","84","79","77","75","73","70","68","66","67","68","69","70","76","90","92","97","93","92","86","95","90","88","85","85","85",
